Gene stable ID	Transcript stable ID	Transcript start (bp)	Transcript end (bp)	Chromosome/scaffold name	Gene % GC content	Transcription start site (TSS)	Transcript length (including UTRs and CDS)	Gene name	Strand	Gene start (bp)	Gene end (bp)
ENSG00000174276	ENST00000310597	64883875	64885170	11	68.21	64885170	1296	ZNHIT2	-1	64883875	64885170
ENSG00000149806	ENST00000529639	64888100	64889945	11	55.53	64889945	847	FAU	-1	64888100	64889945
ENSG00000149806	ENST00000531743	64888102	64889529	11	55.53	64889529	697	FAU	-1	64888100	64889945
ENSG00000149806	ENST00000525297	64888103	64889293	11	55.53	64889293	355	FAU	-1	64888100	64889945
ENSG00000149806	ENST00000527548	64888103	64889585	11	55.53	64889585	538	FAU	-1	64888100	64889945
ENSG00000149806	ENST00000531357	64888106	64889589	11	55.53	64889589	1484	FAU	-1	64888100	64889945
ENSG00000149806	ENST00000279259	64888110	64889625	11	55.53	64889625	461	FAU	-1	64888100	64889945
ENSG00000149806	ENST00000529259	64888169	64889387	11	55.53	64889387	1125	FAU	-1	64888100	64889945
ENSG00000149806	ENST00000526555	64888229	64889585	11	55.53	64889585	507	FAU	-1	64888100	64889945
ENSG00000149806	ENST00000434372	64888755	64889649	11	55.53	64889649	533	FAU	-1	64888100	64889945
ENSG00000162298	ENST00000530451	64889252	64897458	11	55.16	64897458	656	SYVN1	-1	64889252	64902004
ENSG00000162298	ENST00000294256	64894751	64902003	11	55.16	64902003	3048	SYVN1	-1	64889252	64902004
ENSG00000162298	ENST00000377190	64894751	64902004	11	55.16	64902004	3052	SYVN1	-1	64889252	64902004
ENSG00000162298	ENST00000307289	64894753	64901951	11	55.16	64901951	2841	SYVN1	-1	64889252	64902004
ENSG00000162298	ENST00000449943	64894753	64901958	11	55.16	64901958	4547	SYVN1	-1	64889252	64902004
ENSG00000162298	ENST00000526060	64894754	64901900	11	55.16	64901900	3144	SYVN1	-1	64889252	64902004
ENSG00000162298	ENST00000527765	64896144	64897761	11	55.16	64897761	516	SYVN1	-1	64889252	64902004
ENSG00000162298	ENST00000526121	64898200	64899812	11	55.16	64899812	578	SYVN1	-1	64889252	64902004
ENSG00000162298	ENST00000531018	64898442	64900791	11	55.16	64900791	826	SYVN1	-1	64889252	64902004
ENSG00000162298	ENST00000532771	64898466	64901019	11	55.16	64901019	709	SYVN1	-1	64889252	64902004
ENSG00000162298	ENST00000529207	64898603	64900795	11	55.16	64900795	811	SYVN1	-1	64889252	64902004
ENSG00000162298	ENST00000527142	64898603	64901087	11	55.16	64901087	796	SYVN1	-1	64889252	64902004
ENSG00000162298	ENST00000528487	64898745	64901971	11	55.16	64901971	775	SYVN1	-1	64889252	64902004
ENSG00000162298	ENST00000525874	64900098	64900798	11	55.16	64900798	475	SYVN1	-1	64889252	64902004
ENSG00000162298	ENST00000533685	64900166	64900791	11	55.16	64900791	485	SYVN1	-1	64889252	64902004
ENSG00000149792	ENST00000524482	64889655	64894828	11	50.97	64889655	2065	MRPL49	1	64889655	64894843
ENSG00000149792	ENST00000528529	64889763	64893774	11	50.97	64889763	752	MRPL49	1	64889655	64894843
ENSG00000149792	ENST00000534078	64889783	64893476	11	50.97	64889783	518	MRPL49	1	64889655	64894843
ENSG00000149792	ENST00000526319	64889791	64894835	11	50.97	64889791	1906	MRPL49	1	64889655	64894843
ENSG00000149792	ENST00000526171	64889793	64893205	11	50.97	64889793	501	MRPL49	1	64889655	64894843
ENSG00000149792	ENST00000279242	64889800	64894843	11	50.97	64889800	2019	MRPL49	1	64889655	64894843
ENSG00000149792	ENST00000531705	64889808	64894722	11	50.97	64889808	489	MRPL49	1	64889655	64894843
ENSG00000149792	ENST00000533943	64889827	64893650	11	50.97	64889827	688	MRPL49	1	64889655	64894843
ENSG00000149792	ENST00000532671	64892197	64894835	11	50.97	64892197	2526	MRPL49	1	64889655	64894843
ENSG00000204710	ENST00000377185	64937625	64940715	11	56.84	64937625	991	SPDYC	1	64937625	64940715
ENSG00000254614	ENST00000528551	64945077	64948355	11	48.43	64948355	477	AP003068.23	-1	64945077	64949305
ENSG00000254614	ENST00000526623	64947700	64949305	11	48.43	64949305	1454	AP003068.23	-1	64945077	64949305
ENSG00000014216	ENST00000528396	64948037	64953421	11	51.18	64948037	571	CAPN1	1	64948037	64979477
ENSG00000014216	ENST00000529133	64948508	64953504	11	51.18	64948508	593	CAPN1	1	64948037	64979477
ENSG00000014216	ENST00000533820	64948665	64979477	11	51.18	64948665	3083	CAPN1	1	64948037	64979477
ENSG00000014216	ENST00000527739	64949158	64953416	11	51.18	64949158	582	CAPN1	1	64948037	64979477
ENSG00000014216	ENST00000526966	64949194	64953416	11	51.18	64949194	550	CAPN1	1	64948037	64979477
ENSG00000014216	ENST00000533129	64949204	64979329	11	51.18	64949204	2792	CAPN1	1	64948037	64979477
ENSG00000014216	ENST00000524773	64949216	64979472	11	51.18	64949216	2960	CAPN1	1	64948037	64979477
ENSG00000014216	ENST00000530442	64949271	64951139	11	51.18	64949271	577	CAPN1	1	64948037	64979477
ENSG00000014216	ENST00000279247	64949343	64979476	11	51.18	64949343	3007	CAPN1	1	64948037	64979477
ENSG00000014216	ENST00000528739	64949390	64951053	11	51.18	64949390	341	CAPN1	1	64948037	64979477
ENSG00000014216	ENST00000532285	64949402	64950361	11	51.18	64949402	568	CAPN1	1	64948037	64979477
ENSG00000014216	ENST00000527189	64949402	64953475	11	51.18	64949402	558	CAPN1	1	64948037	64979477
ENSG00000014216	ENST00000527469	64949405	64953408	11	51.18	64949405	584	CAPN1	1	64948037	64979477
ENSG00000014216	ENST00000534373	64949409	64951014	11	51.18	64949409	581	CAPN1	1	64948037	64979477
ENSG00000014216	ENST00000526954	64949471	64955490	11	51.18	64949471	754	CAPN1	1	64948037	64979477
ENSG00000014216	ENST00000531068	64949906	64950974	11	51.18	64949906	496	CAPN1	1	64948037	64979477
ENSG00000014216	ENST00000527699	64949906	64951063	11	51.18	64949906	564	CAPN1	1	64948037	64979477
ENSG00000014216	ENST00000533909	64949924	64951052	11	51.18	64949924	573	CAPN1	1	64948037	64979477
ENSG00000014216	ENST00000527323	64949933	64979458	11	51.18	64949933	3086	CAPN1	1	64948037	64979477
ENSG00000014216	ENST00000526468	64950807	64955471	11	51.18	64950807	690	CAPN1	1	64948037	64979477
ENSG00000014216	ENST00000527897	64953403	64955157	11	51.18	64953403	879	CAPN1	1	64948037	64979477
ENSG00000014216	ENST00000533079	64955412	64973546	11	51.18	64955412	878	CAPN1	1	64948037	64979477
ENSG00000014216	ENST00000527887	64955716	64956160	11	51.18	64955716	348	CAPN1	1	64948037	64979477
ENSG00000014216	ENST00000530495	64970843	64974140	11	51.18	64970843	572	CAPN1	1	64948037	64979477
ENSG00000014216	ENST00000525013	64973728	64976854	11	51.18	64973728	643	CAPN1	1	64948037	64979477
ENSG00000014216	ENST00000528165	64975949	64979476	11	51.18	64975949	2828	CAPN1	1	64948037	64979477
ENSG00000014216	ENST00000533704	64976421	64977863	11	51.18	64976421	643	CAPN1	1	64948037	64979477
ENSG00000014216	ENST00000530567	64976615	64979477	11	51.18	64976615	1415	CAPN1	1	64948037	64979477
ENSG00000014138	ENST00000265465	65029233	65066156	11	47.90	65029233	3744	POLA2	1	65029233	65073060
ENSG00000014138	ENST00000527850	65029391	65063969	11	47.90	65029391	2403	POLA2	1	65029233	65073060
ENSG00000014138	ENST00000532469	65029403	65047491	11	47.90	65029403	1499	POLA2	1	65029233	65073060
ENSG00000014138	ENST00000532391	65033952	65046297	11	47.90	65033952	580	POLA2	1	65029233	65073060
ENSG00000014138	ENST00000527618	65047939	65065087	11	47.90	65047939	1924	POLA2	1	65029233	65073060
ENSG00000014138	ENST00000525924	65049978	65073060	11	47.90	65049978	873	POLA2	1	65029233	65073060
ENSG00000014138	ENST00000533192	65055073	65062247	11	47.90	65055073	692	POLA2	1	65029233	65073060
ENSG00000014138	ENST00000534785	65061649	65065023	11	47.90	65061649	741	POLA2	1	65029233	65073060
ENSG00000014138	ENST00000541089	65029433	65063681	11	47.90	65029433	2073	POLA2	1	65029233	65073060
ENSG00000149798	ENST00000279249	65082289	65089900	11	56.24	65082289	2023	CDC42EP2	1	65082289	65089900
ENSG00000149798	ENST00000533419	65084513	65089092	11	56.24	65084513	1279	CDC42EP2	1	65082289	65089900
ENSG00000149798	ENST00000544348	65084691	65089891	11	56.24	65084691	2128	CDC42EP2	1	65082289	65089900
ENSG00000133884	ENST00000528416	65101225	65120720	11	48.63	65101225	2799	DPF2	1	65101225	65120720
ENSG00000133884	ENST00000444314	65101323	65109473	11	48.63	65101323	940	DPF2	1	65101225	65120720
ENSG00000133884	ENST00000415073	65101326	65120659	11	48.63	65101326	2085	DPF2	1	65101225	65120720
ENSG00000133884	ENST00000530993	65101333	65113217	11	48.63	65101333	624	DPF2	1	65101225	65120720
ENSG00000133884	ENST00000252268	65101338	65120454	11	48.63	65101338	2462	DPF2	1	65101225	65120720
ENSG00000133884	ENST00000524666	65101344	65120452	11	48.63	65101344	4840	DPF2	1	65101225	65120720
ENSG00000133884	ENST00000532264	65101346	65113500	11	48.63	65101346	726	DPF2	1	65101225	65120720
ENSG00000133884	ENST00000532102	65101348	65113177	11	48.63	65101348	524	DPF2	1	65101225	65120720
ENSG00000133884	ENST00000530973	65108958	65113590	11	48.63	65108958	702	DPF2	1	65101225	65120720
ENSG00000133884	ENST00000532492	65110976	65111566	11	48.63	65110976	438	DPF2	1	65101225	65120720
ENSG00000133884	ENST00000532052	65111731	65120450	11	48.63	65111731	3165	DPF2	1	65101225	65120720
ENSG00000133884	ENST00000531989	65113212	65120452	11	48.63	65113212	1573	DPF2	1	65101225	65120720
ENSG00000173825	ENST00000309880	65122238	65125084	11	63.44	65122238	2012	TIGD3	1	65122238	65125084
ENSG00000162241	ENST00000534338	65142663	65145496	11	59.38	65145496	2053	SLC25A45	-1	65142663	65151172
ENSG00000162241	ENST00000527174	65142663	65149478	11	59.38	65149478	2138	SLC25A45	-1	65142663	65151172
ENSG00000162241	ENST00000534028	65142663	65149844	11	59.38	65149844	2432	SLC25A45	-1	65142663	65151172
ENSG00000162241	ENST00000294187	65142665	65150109	11	59.38	65150109	2196	SLC25A45	-1	65142663	65151172
ENSG00000162241	ENST00000531791	65142665	65150117	11	59.38	65150117	7118	SLC25A45	-1	65142663	65151172
ENSG00000162241	ENST00000526898	65142666	65151172	11	59.38	65151172	3088	SLC25A45	-1	65142663	65151172
ENSG00000162241	ENST00000526432	65143665	65149422	11	59.38	65149422	894	SLC25A45	-1	65142663	65151172
ENSG00000162241	ENST00000533629	65144028	65150102	11	59.38	65150102	1012	SLC25A45	-1	65142663	65151172
ENSG00000162241	ENST00000526259	65144382	65149449	11	59.38	65149449	572	SLC25A45	-1	65142663	65151172
ENSG00000162241	ENST00000530936	65144533	65150145	11	59.38	65150145	561	SLC25A45	-1	65142663	65151172
ENSG00000162241	ENST00000529962	65146924	65150116	11	59.38	65150116	569	SLC25A45	-1	65142663	65151172
ENSG00000162241	ENST00000524438	65146928	65150144	11	59.38	65150144	603	SLC25A45	-1	65142663	65151172
ENSG00000162241	ENST00000525944	65146929	65148460	11	59.38	65148460	676	SLC25A45	-1	65142663	65151172
ENSG00000162241	ENST00000529431	65149059	65150113	11	59.38	65150113	539	SLC25A45	-1	65142663	65151172
ENSG00000162241	ENST00000398802	65142663	65150142	11	59.38	65150142	2286	SLC25A45	-1	65142663	65151172
ENSG00000162241	ENST00000360662	65142663	65150142	11	59.38	65150142	2214	SLC25A45	-1	65142663	65151172
ENSG00000162241	ENST00000377152	65142663	65150142	11	59.38	65150142	2100	SLC25A45	-1	65142663	65151172
ENSG00000162241	ENST00000417511	65142666	65151172	11	59.38	65151172	3088	SLC25A45	-1	65142663	65151172
ENSG00000126391	ENST00000317568	65154070	65180996	11	56.27	65154070	3723	FRMD8	1	65154070	65180996
ENSG00000126391	ENST00000531296	65154092	65154732	11	56.27	65154092	366	FRMD8	1	65154070	65180996
ENSG00000126391	ENST00000528854	65154097	65161226	11	56.27	65154097	572	FRMD8	1	65154070	65180996
ENSG00000126391	ENST00000533782	65154108	65164408	11	56.27	65154108	677	FRMD8	1	65154070	65180996
ENSG00000126391	ENST00000355991	65154108	65180993	11	56.27	65154108	3514	FRMD8	1	65154070	65180996
ENSG00000126391	ENST00000416776	65154128	65179251	11	56.27	65154128	1818	FRMD8	1	65154070	65180996
ENSG00000126391	ENST00000526201	65154131	65164280	11	56.27	65154131	568	FRMD8	1	65154070	65180996
ENSG00000126391	ENST00000525156	65154399	65161061	11	56.27	65154399	380	FRMD8	1	65154070	65180996
ENSG00000126391	ENST00000531151	65161733	65167368	11	56.27	65161733	548	FRMD8	1	65154070	65180996
ENSG00000173727	ENST00000309775	65222728	65234028	11	46.84	65222728	693	AP000769.1	1	65222728	65234028
ENSG00000142186	ENST00000270176	65292548	65306175	11	57.59	65292548	2642	SCYL1	1	65292548	65306175
ENSG00000142186	ENST00000525364	65292548	65306175	11	57.59	65292548	2584	SCYL1	1	65292548	65306175
ENSG00000142186	ENST00000420247	65292556	65306175	11	57.59	65292556	2583	SCYL1	1	65292548	65306175
ENSG00000142186	ENST00000533862	65292583	65306175	11	57.59	65292583	2570	SCYL1	1	65292548	65306175
ENSG00000142186	ENST00000524944	65292592	65306175	11	57.59	65292592	2715	SCYL1	1	65292548	65306175
ENSG00000142186	ENST00000527009	65292884	65306146	11	57.59	65292884	2586	SCYL1	1	65292548	65306175
ENSG00000142186	ENST00000529178	65298238	65300729	11	57.59	65298238	696	SCYL1	1	65292548	65306175
ENSG00000142186	ENST00000531601	65300219	65305479	11	57.59	65300219	896	SCYL1	1	65292548	65306175
ENSG00000142186	ENST00000524897	65302602	65304594	11	57.59	65302602	820	SCYL1	1	65292548	65306175
ENSG00000142186	ENST00000526454	65302805	65303875	11	57.59	65302805	954	SCYL1	1	65292548	65306175
ENSG00000142186	ENST00000529981	65302912	65304097	11	57.59	65302912	497	SCYL1	1	65292548	65306175
ENSG00000142186	ENST00000528545	65303736	65306175	11	57.59	65303736	981	SCYL1	1	65292548	65306175
ENSG00000142186	ENST00000534462	65305302	65306175	11	57.59	65305302	579	SCYL1	1	65292548	65306175
ENSG00000142186	ENST00000532290	65305320	65306175	11	57.59	65305320	856	SCYL1	1	65292548	65306175
ENSG00000142186	ENST00000279270	65292584	65306172	11	57.59	65292584	2548	SCYL1	1	65292548	65306175
ENSG00000168056	ENST00000322147	65306276	65325430	11	60.22	65325430	4046	LTBP3	-1	65306276	65326401
ENSG00000168056	ENST00000529582	65306288	65309509	11	60.22	65309509	1889	LTBP3	-1	65306276	65326401
ENSG00000168056	ENST00000301873	65306289	65325699	11	60.22	65325699	4443	LTBP3	-1	65306276	65326401
ENSG00000168056	ENST00000530785	65306290	65312175	11	60.22	65312175	2461	LTBP3	-1	65306276	65326401
ENSG00000168056	ENST00000529189	65306290	65314230	11	60.22	65314230	1997	LTBP3	-1	65306276	65326401
ENSG00000168056	ENST00000532932	65306290	65316390	11	60.22	65316390	3327	LTBP3	-1	65306276	65326401
ENSG00000168056	ENST00000528516	65306462	65325509	11	60.22	65325509	3935	LTBP3	-1	65306276	65326401
ENSG00000168056	ENST00000526927	65306523	65325236	11	60.22	65325236	2750	LTBP3	-1	65306276	65326401
ENSG00000168056	ENST00000532661	65306666	65308154	11	60.22	65308154	748	LTBP3	-1	65306276	65326401
ENSG00000168056	ENST00000529371	65306807	65307923	11	60.22	65307923	575	LTBP3	-1	65306276	65326401
ENSG00000168056	ENST00000530866	65306882	65326401	11	60.22	65326401	3756	LTBP3	-1	65306276	65326401
ENSG00000168056	ENST00000526124	65308268	65309091	11	60.22	65309091	347	LTBP3	-1	65306276	65326401
ENSG00000168056	ENST00000530990	65308466	65309302	11	60.22	65309302	531	LTBP3	-1	65306276	65326401
ENSG00000168056	ENST00000525443	65309878	65313241	11	60.22	65313241	3162	LTBP3	-1	65306276	65326401
ENSG00000168056	ENST00000527339	65313667	65315036	11	60.22	65315036	619	LTBP3	-1	65306276	65326401
ENSG00000168056	ENST00000528966	65315441	65319250	11	60.22	65319250	553	LTBP3	-1	65306276	65326401
ENSG00000168056	ENST00000529764	65315490	65319347	11	60.22	65319347	528	LTBP3	-1	65306276	65326401
ENSG00000168056	ENST00000527792	65318983	65320448	11	60.22	65320448	923	LTBP3	-1	65306276	65326401
ENSG00000168056	ENST00000526825	65319443	65325236	11	60.22	65325236	1002	LTBP3	-1	65306276	65326401
ENSG00000168056	ENST00000530426	65319583	65321198	11	60.22	65321198	431	LTBP3	-1	65306276	65326401
ENSG00000168056	ENST00000524798	65319595	65321611	11	60.22	65321611	849	LTBP3	-1	65306276	65326401
ENSG00000168056	ENST00000536982	65306523	65325236	11	60.22	65325236	2750	LTBP3	-1	65306276	65326401
ENSG00000173465	ENST00000309328	65337901	65339241	11	61.32	65337901	698	SSSCA1	1	65337901	65341413
ENSG00000173465	ENST00000531405	65337931	65339359	11	61.32	65337931	879	SSSCA1	1	65337901	65341413
ENSG00000173465	ENST00000527920	65337956	65340363	11	61.32	65337956	806	SSSCA1	1	65337901	65341413
ENSG00000173465	ENST00000526877	65337958	65339329	11	61.32	65337958	713	SSSCA1	1	65337901	65341413
ENSG00000173465	ENST00000533115	65338074	65340363	11	61.32	65338074	1077	SSSCA1	1	65337901	65341413
ENSG00000173465	ENST00000526433	65338153	65341413	11	61.32	65338153	739	SSSCA1	1	65337901	65341413
ENSG00000173465	ENST00000527413	65338288	65339239	11	61.32	65338288	532	SSSCA1	1	65337901	65341413
ENSG00000176973	ENST00000316409	65339820	65341669	11	64.22	65339820	1409	FAM89B	1	65339820	65341669
ENSG00000176973	ENST00000449319	65339933	65341661	11	64.22	65339933	1337	FAM89B	1	65339820	65341669
ENSG00000176973	ENST00000530349	65339999	65341663	11	64.22	65339999	1263	FAM89B	1	65339820	65341669
ENSG00000173442	ENST00000309295	65343509	65360121	11	60.62	65343509	5185	EHBP1L1	1	65343509	65360121
ENSG00000173442	ENST00000533237	65343517	65352888	11	60.62	65343517	2267	EHBP1L1	1	65343509	65360121
ENSG00000173442	ENST00000531106	65345672	65346851	11	60.62	65345672	176	EHBP1L1	1	65343509	65360121
ENSG00000173442	ENST00000526990	65348995	65352163	11	60.62	65348995	3169	EHBP1L1	1	65343509	65360121
ENSG00000173442	ENST00000533465	65349370	65352774	11	60.62	65349370	793	EHBP1L1	1	65343509	65360121
ENSG00000173442	ENST00000529099	65351766	65359933	11	60.62	65351766	490	EHBP1L1	1	65343509	65360121
ENSG00000173442	ENST00000529596	65358666	65359949	11	60.62	65358666	799	EHBP1L1	1	65343509	65360121
ENSG00000173442	ENST00000533364	65358860	65359842	11	60.62	65358860	769	EHBP1L1	1	65343509	65360121
ENSG00000173442	ENST00000527214	65359279	65359933	11	60.62	65359279	543	EHBP1L1	1	65343509	65360121
ENSG00000173442	ENST00000529056	65359293	65359951	11	60.62	65359293	461	EHBP1L1	1	65343509	65360121
ENSG00000269018	ENST00000597463	65358665	65359947	11	64.46	65359947	783	AP001362.1	-1	65358665	65359947
ENSG00000173338	ENST00000342202	65360326	65363279	11	60.41	65363279	1283	KCNK7	-1	65360326	65363467
ENSG00000173338	ENST00000394217	65360326	65363467	11	60.41	65363467	1372	KCNK7	-1	65360326	65363467
ENSG00000173338	ENST00000394216	65360326	65363467	11	60.41	65363467	1563	KCNK7	-1	65360326	65363467
ENSG00000173338	ENST00000340313	65360326	65363467	11	60.41	65363467	1298	KCNK7	-1	65360326	65363467
ENSG00000173338	ENST00000530380	65360337	65360972	11	60.41	65360972	356	KCNK7	-1	65360326	65363467
ENSG00000173338	ENST00000525254	65360340	65360990	11	60.41	65360990	445	KCNK7	-1	65360326	65363467
ENSG00000173327	ENST00000309100	65365226	65381713	11	57.13	65381713	3566	MAP3K11	-1	65365226	65382853
ENSG00000173327	ENST00000532507	65365227	65374497	11	57.13	65374497	1812	MAP3K11	-1	65365226	65382853
ENSG00000173327	ENST00000530153	65365227	65378772	11	57.13	65378772	2830	MAP3K11	-1	65365226	65382853
ENSG00000173327	ENST00000524848	65365229	65375893	11	57.13	65375893	2139	MAP3K11	-1	65365226	65382853
ENSG00000173327	ENST00000534432	65366922	65374229	11	57.13	65374229	664	MAP3K11	-1	65365226	65382853
ENSG00000173327	ENST00000526647	65373193	65373867	11	57.13	65373867	582	MAP3K11	-1	65365226	65382853
ENSG00000173327	ENST00000524856	65373906	65382853	11	57.13	65382853	3787	MAP3K11	-1	65365226	65382853
ENSG00000173327	ENST00000533032	65374636	65375341	11	57.13	65375341	579	MAP3K11	-1	65365226	65382853
ENSG00000173327	ENST00000530949	65375177	65375919	11	57.13	65375919	546	MAP3K11	-1	65365226	65382853
ENSG00000173327	ENST00000526293	65375273	65381720	11	57.13	65381720	571	MAP3K11	-1	65365226	65382853
ENSG00000173327	ENST00000529839	65375401	65381719	11	57.13	65381719	561	MAP3K11	-1	65365226	65382853
ENSG00000173327	ENST00000534110	65375495	65376276	11	57.13	65376276	585	MAP3K11	-1	65365226	65382853
ENSG00000173327	ENST00000527304	65376103	65381707	11	57.13	65381707	5605	MAP3K11	-1	65365226	65382853
ENSG00000197136	ENST00000355703	65383244	65404910	11	60.50	65383244	7105	PCNXL3	1	65383244	65404910
ENSG00000197136	ENST00000531045	65387329	65389770	11	60.50	65387329	266	PCNXL3	1	65383244	65404910
ENSG00000197136	ENST00000530174	65392598	65394250	11	60.50	65392598	1229	PCNXL3	1	65383244	65404910
ENSG00000197136	ENST00000439247	65394324	65404776	11	60.50	65394324	3104	PCNXL3	1	65383244	65404910
ENSG00000197136	ENST00000531280	65397882	65401827	11	60.50	65397882	472	PCNXL3	1	65383244	65404910
ENSG00000213445	ENST00000534313	65405568	65418401	11	60.73	65405568	3521	SIPA1	1	65405568	65418401
ENSG00000213445	ENST00000533361	65405607	65408700	11	60.73	65405607	562	SIPA1	1	65405568	65418401
ENSG00000213445	ENST00000526137	65405623	65408411	11	60.73	65405623	379	SIPA1	1	65405568	65418401
ENSG00000213445	ENST00000527525	65407337	65418351	11	60.73	65407337	3235	SIPA1	1	65405568	65418401
ENSG00000213445	ENST00000394224	65407592	65418389	11	60.73	65407592	3628	SIPA1	1	65405568	65418401
ENSG00000213445	ENST00000534406	65409589	65410024	11	60.73	65409589	351	SIPA1	1	65405568	65418401
ENSG00000213445	ENST00000530226	65413282	65414181	11	60.73	65413282	560	SIPA1	1	65405568	65418401
ENSG00000213445	ENST00000531339	65414837	65417950	11	60.73	65414837	799	SIPA1	1	65405568	65418401
ENSG00000213445	ENST00000529725	65417157	65418058	11	60.73	65417157	435	SIPA1	1	65405568	65418401
ENSG00000213445	ENST00000528699	65417753	65418389	11	60.73	65417753	548	SIPA1	1	65405568	65418401
ENSG00000213445	ENST00000394227	65408299	65418351	11	60.73	65408299	3082	SIPA1	1	65405568	65418401
ENSG00000173039	ENST00000406246	65421067	65430565	11	55.62	65430565	2700	RELA	-1	65421067	65430565
ENSG00000173039	ENST00000525693	65421072	65430366	11	55.62	65430366	3183	RELA	-1	65421067	65430565
ENSG00000173039	ENST00000526283	65421073	65430366	11	55.62	65430366	2004	RELA	-1	65421067	65430565
ENSG00000173039	ENST00000308639	65421073	65430561	11	55.62	65430561	2681	RELA	-1	65421067	65430565
ENSG00000173039	ENST00000531484	65421438	65430386	11	55.62	65430386	2251	RELA	-1	65421067	65430565
ENSG00000173039	ENST00000532999	65422283	65430389	11	55.62	65430389	1341	RELA	-1	65421067	65430565
ENSG00000173039	ENST00000526257	65423178	65427214	11	55.62	65427214	215	RELA	-1	65421067	65430565
ENSG00000173039	ENST00000529389	65423328	65430431	11	55.62	65430431	992	RELA	-1	65421067	65430565
ENSG00000173039	ENST00000525658	65425758	65430386	11	55.62	65430386	808	RELA	-1	65421067	65430565
ENSG00000173039	ENST00000533546	65425901	65430379	11	55.62	65430379	569	RELA	-1	65421067	65430565
ENSG00000173039	ENST00000526738	65426073	65428263	11	55.62	65428263	1022	RELA	-1	65421067	65430565
ENSG00000173039	ENST00000527909	65426189	65430379	11	55.62	65430379	591	RELA	-1	65421067	65430565
ENSG00000173039	ENST00000534558	65426201	65430370	11	55.62	65430370	692	RELA	-1	65421067	65430565
ENSG00000173039	ENST00000527749	65426203	65430263	11	55.62	65430263	771	RELA	-1	65421067	65430565
ENSG00000173039	ENST00000529330	65426240	65427633	11	55.62	65427633	551	RELA	-1	65421067	65430565
ENSG00000173039	ENST00000532879	65427153	65430386	11	55.62	65430386	567	RELA	-1	65421067	65430565
ENSG00000173039	ENST00000531238	65427215	65430379	11	55.62	65430379	541	RELA	-1	65421067	65430565
ENSG00000173039	ENST00000527074	65427523	65430389	11	55.62	65430389	585	RELA	-1	65421067	65430565
ENSG00000173039	ENST00000525301	65427627	65430389	11	55.62	65430389	623	RELA	-1	65421067	65430565
ENSG00000173039	ENST00000533187	65427643	65430264	11	55.62	65430264	456	RELA	-1	65421067	65430565
ENSG00000173039	ENST00000527874	65427660	65429899	11	55.62	65429899	578	RELA	-1	65421067	65430565
ENSG00000173039	ENST00000525858	65428879	65430443	11	55.62	65430443	754	RELA	-1	65421067	65430565
ENSG00000173039	ENST00000534305	65428982	65430368	11	55.62	65430368	666	RELA	-1	65421067	65430565
ENSG00000173039	ENST00000532776	65429104	65430415	11	55.62	65430415	602	RELA	-1	65421067	65430565
ENSG00000173039	ENST00000534283	65429414	65430251	11	55.62	65430251	575	RELA	-1	65421067	65430565
ENSG00000172977	ENST00000377046	65479467	65487075	11	55.16	65479467	2237	KAT5	1	65479467	65487075
ENSG00000172977	ENST00000352980	65479489	65487075	11	55.16	65479489	2059	KAT5	1	65479467	65487075
ENSG00000172977	ENST00000341318	65479505	65487073	11	55.16	65479505	2296	KAT5	1	65479467	65487075
ENSG00000172977	ENST00000532042	65479522	65480790	11	55.16	65479522	763	KAT5	1	65479467	65487075
ENSG00000172977	ENST00000530446	65479710	65486835	11	55.16	65479710	1697	KAT5	1	65479467	65487075
ENSG00000172977	ENST00000534104	65479717	65482055	11	55.16	65479717	576	KAT5	1	65479467	65487075
ENSG00000172977	ENST00000530605	65479849	65481135	11	55.16	65479849	499	KAT5	1	65479467	65487075
ENSG00000172977	ENST00000534293	65479888	65482381	11	55.16	65479888	559	KAT5	1	65479467	65487075
ENSG00000172977	ENST00000527544	65479895	65482409	11	55.16	65479895	745	KAT5	1	65479467	65487075
ENSG00000172977	ENST00000528198	65479967	65482116	11	55.16	65479967	609	KAT5	1	65479467	65487075
ENSG00000172977	ENST00000531880	65479971	65482200	11	55.16	65479971	845	KAT5	1	65479467	65487075
ENSG00000172977	ENST00000534650	65480091	65487074	11	55.16	65480091	1875	KAT5	1	65479467	65487075
ENSG00000172977	ENST00000525204	65480098	65481136	11	55.16	65480098	574	KAT5	1	65479467	65487075
ENSG00000172977	ENST00000534681	65480276	65482144	11	55.16	65480276	583	KAT5	1	65479467	65487075
ENSG00000172977	ENST00000533441	65483704	65484519	11	55.16	65483704	735	KAT5	1	65479467	65487075
ENSG00000172977	ENST00000525600	65485815	65486541	11	55.16	65485815	512	KAT5	1	65479467	65487075
ENSG00000172977	ENST00000533596	65486177	65487074	11	55.16	65486177	709	KAT5	1	65479467	65487075
ENSG00000172922	ENST00000534482	65482367	65487954	11	55.83	65487954	913	RNASEH2C	-1	65482367	65488418
ENSG00000172922	ENST00000308418	65485144	65488418	11	55.83	65488418	2794	RNASEH2C	-1	65482367	65488418
ENSG00000172922	ENST00000533698	65486007	65487939	11	55.83	65487939	710	RNASEH2C	-1	65482367	65488418
ENSG00000172922	ENST00000531596	65486238	65488210	11	55.83	65488210	968	RNASEH2C	-1	65482367	65488418
ENSG00000172922	ENST00000528220	65486641	65488289	11	55.83	65488289	1337	RNASEH2C	-1	65482367	65488418
